1,TESTSITE,PP,5,-33.176,150.433,392,,,,
Date (MM/DD/YYYY),Time (HH:MM),T2m,RH,GHI,DNI,DHI,IR(h),WS10m,WD10m,SP
01/01/1988,00:00,23.95,69.35,379.55,199.55,204.3,377.94,1.19,124,96031
01/01/1988,01:00,24.8,66.3,711.8,491.45,241.7,382.95,1.12,85,96088
01/01/1988,02:00,25.64,63.24,935.95,735.31,212.2,387.97,1.05,25,96126
01/01/1988,03:00,26.49,60.18,912.75,695.37,245.55,392.98,0.97,312,96136
01/01/1988,04:00,27.33,57.12,678.15,482.87,251.35,397.99,0.9,291,96107
01/01/1988,05:00,28.18,54.06,547.45,483.2,178.95,403,0.83,275,96059
01/01/1988,06:00,29.02,51,397.95,377.25,170.1,408.01,0.75,260,96050
01/01/1988,07:00,29.87,47.94,228,303.29,101,413.02,0.68,172,96040
01/01/1988,08:00,21.41,95.25,48.55,0,48.55,398.35,0.41,97,96098
01/01/1988,09:00,21.05,97.05,19.75,0,19.75,392.2,0.55,92,96145
01/01/1988,10:00,20.8,99.35,0,0,0,402.8,0.62,41,96241
01/01/1988,11:00,20.54,100,0,0,0,408.2,0.76,44,96222
01/01/1988,12:00,20.31,100,0,0,0,400.7,0.48,355,96212
01/01/1988,13:00,20.14,99.55,0,0,0,402.8,0.69,343,96231
01/01/1988,14:00,19.97,99.35,0,0,0,401.45,0.62,322,96212
01/01/1988,15:00,19.9,99.25,0,0,0,411.3,0.83,287,96174
01/01/1988,16:00,19.72,99,0,0,0,406.85,1.1,273,96145
01/01/1988,17:00,19.53,97.85,0,0,0,394.15,1.17,267,96136
01/01/1988,18:00,19.4,97.1,0,0,0,394.9,1.17,254,96145
01/01/1988,19:00,17.94,94.25,0,0,0,345.75,2,255,96203
01/01/1988,20:00,18.32,91.65,46.25,83.8,28.8,353.85,1.66,239,96260
01/01/1988,21:00,19.47,86.65,177.25,165.51,109.75,354.8,1.24,186,96355
01/01/1988,22:00,20.65,76,462.85,582.3,116.85,340.9,2.28,153,96432
01/01/1988,23:00,21.75,68.35,614.3,607.37,155.95,347.85,2,141,96393
01/02/1988,00:00,22.86,61.05,720.9,524.71,260.65,373.9,1.86,135,96413
01/02/1988,01:00,22.81,61.2,690.55,456.75,253.95,378.75,2.07,131,96413
01/02/1988,02:00,23.32,59.95,876.8,718.29,170,362.1,2.07,129,96413
01/02/1988,03:00,23.3,60.8,869.45,736.05,163.15,357.7,2.55,121,96393
01/02/1988,04:00,22.78,63.85,840.6,727.24,197.5,379.3,3.31,112,96374
01/02/1988,05:00,21.37,68.45,661.4,664.5,154.2,368.85,4.14,110,96365
01/02/1988,06:00,20.24,73.75,512.65,604.7,146.95,362.7,3.66,117,96451
01/02/1988,07:00,19.98,73.25,385.9,633.64,120.05,376.95,3.31,107,96527
01/02/1988,08:00,18.97,76.5,86.15,0,86.15,358.45,3.17,114,96661
01/02/1988,09:00,17.82,80.7,23.5,0,23.5,391.25,3.1,114,96794
01/02/1988,10:00,16.97,84.6,0,0,0,391.45,2.76,115,96890
01/02/1988,11:00,16.36,85.05,0,0,0,389.7,2.97,116,96966
01/02/1988,12:00,15.85,86.95,0,0,0,384.3,2.62,118,97033
01/02/1988,13:00,15.57,86.8,0,0,0,385.05,2.69,126,97062
01/02/1988,14:00,15.46,86,0,0,0,382.95,2.41,133,97071
01/02/1988,15:00,15.26,87.55,0,0,0,366.95,1.72,134,97052
01/02/1988,16:00,15.1,88.45,0,0,0,360,1.59,139,97042
01/02/1988,17:00,14.97,88.85,0,0,0,371.55,2.48,144,97052
01/02/1988,18:00,14.76,90.55,0,0,0,356.7,2.28,144,97090
01/02/1988,19:00,14.04,96.6,0,0,0,341.1,1.38,143,97109
01/02/1988,20:00,14.44,93.65,48.1,106.08,26.25,337.8,1.72,142,97186
01/02/1988,21:00,15.42,85.05,205.35,283.68,90.25,344,2.69,143,97214
01/02/1988,22:00,16.33,80.05,301.1,183.58,192.35,367.9,2.55,137,97252
01/02/1988,23:00,17.12,76.3,362.7,189.6,219.9,381.6,2.55,131,97243
01/03/1988,00:00,18.05,72,478.35,239.61,268.45,380.65,2.76,126,97233
01/03/1988,01:00,18.6,69.8,533.95,265.4,280.45,386.65,2.83,122,97224
01/03/1988,02:00,19.47,66,584.25,244.89,343.35,383.9,2.97,119,97176
01/03/1988,03:00,19.47,65.45,482.35,210.39,280.45,389.9,3.03,118,97147
01/03/1988,04:00,19.66,64.4,458.4,206.52,275.7,389.1,3.17,122,97157
01/03/1988,05:00,19.77,63.2,396.8,164.88,270.85,386.6,3.31,126,97138
01/03/1988,06:00,19.64,64.5,352.1,122.79,277.75,388.9,3.72,127,97138
01/03/1988,07:00,19.01,64.8,256.4,166.54,186.4,381,3.1,122,97166
01/03/1988,08:00,18.23,69.45,91.4,0,91.4,375.05,3.17,120,97205
01/03/1988,09:00,17.22,76.9,30.8,0,30.8,351.5,2.83,120,97281
01/03/1988,10:00,16.14,86.25,0,0,0,352.5,2.62,119,97319
01/03/1988,11:00,15.25,92.95,0,0,0,339.55,2.21,120,97396
01/03/1988,12:00,15.08,94.2,0,0,0,368.3,2.55,117,97396
01/03/1988,13:00,14.83,96.5,0,0,0,371.95,2.48,114,97386
01/03/1988,14:00,14.75,96.4,0,0,0,378.9,2.41,112,97357
01/03/1988,15:00,14.68,96.9,0,0,0,380.65,2.48,111,97319
01/03/1988,16:00,14.42,98.55,0,0,0,364.6,1.72,110,97281
01/03/1988,17:00,14.4,99.45,0,0,0,376,1.79,106,97262
01/03/1988,18:00,14.38,99.45,0,0,0,379.1,1.93,104,97252
01/03/1988,19:00,14.47,99.95,0,0,0,379.85,2.28,107,97338
01/03/1988,20:00,14.53,99.95,23.55,4.66,22.6,381.8,2.55,106,97405
01/03/1988,21:00,14.71,98.75,128.65,61.45,103.85,372.7,2.83,109,97434
01/03/1988,22:00,15.16,93.35,207.6,106.69,144.6,367.5,2.76,110,97491
01/03/1988,23:00,15.43,89.05,215.55,40.91,184.8,375.8,2.9,113,97481
01/04/1988,00:00,17.69,75.4,580.55,432.06,202.55,344,3.03,112,97462
01/04/1988,01:00,18.57,67.5,512.55,158.16,361.6,380.85,2.9,110,97434
01/04/1988,02:00,19.16,62.45,486.9,128.49,360.55,385.25,2.83,112,97396
01/04/1988,03:00,19.08,60.8,364.8,39.6,326.8,387.4,2.69,114,97367
01/04/1988,04:00,19.3,58.6,364.45,49.44,320.7,384.5,2.69,116,97329
01/04/1988,05:00,19.41,57.3,389.3,50.63,350.6,388.15,2.76,116,97271
01/04/1988,06:00,18.94,58.8,291.8,13.2,283.8,384.5,2.83,114,97224
01/04/1988,07:00,18.69,60.25,179.5,6.29,176.85,385.65,2.76,109,97252
01/04/1988,08:00,18.08,63.1,112.4,0,112.4,376.2,2.55,108,97319
01/04/1988,09:00,17.33,67,29.5,0,29.5,368.85,2.28,108,97357
01/04/1988,10:00,16.59,72.25,0,0,0,363.25,2.07,110,97386
01/04/1988,11:00,16.05,78.6,0,0,0,358.05,2,113,97386
01/04/1988,12:00,15.89,84.35,0,0,0,376.95,2.14,114,97386
01/04/1988,13:00,15.62,89.75,0,0,0,374.85,2.14,112,97338
01/04/1988,14:00,15.52,92.15,0,0,0,378.5,2.07,113,97271
01/04/1988,15:00,15.48,93.65,0,0,0,381.8,1.86,113,97195
01/04/1988,16:00,15.3,95.7,0,0,0,380.45,1.93,118,97147
01/04/1988,17:00,14.91,98.95,0,0,0,357.3,1.52,125,97109
01/04/1988,18:00,15.12,97.7,0,0,0,386.05,1.86,123,97128
01/04/1988,19:00,15.03,98.85,0,0,0,376.75,1.45,136,97166
01/04/1988,20:00,15.31,96.85,15.5,0,15.5,388.15,1.93,136,97214
01/04/1988,21:00,15.96,93.05,83.1,46.83,64.3,386.4,2.07,133,97262
01/04/1988,22:00,16.93,88.15,190.7,33.21,171.15,382.35,2.14,124,97300
01/04/1988,23:00,17.78,85.25,389.65,202.91,237.45,371.75,1.86,107,97262
01/05/1988,00:00,19.18,82.15,500.5,327.86,214.05,371.95,1.79,104,97195
01/05/1988,01:00,20.06,80.5,543.1,232.21,321.65,381.45,1.79,106,97157
01/05/1988,02:00,20.08,80.6,489.45,158.6,333.55,398.55,1.93,115,97119
01/05/1988,03:00,20.61,79.6,536.6,220.96,324.55,400.9,2.21,125,97071
01/05/1988,04:00,20.09,83.1,391.55,129.39,277,401.05,2.14,133,97023
01/05/1988,05:00,19.3,85.55,313.45,103.15,234.55,400.9,2.28,129,96995
01/05/1988,06:00,18.58,83.2,315.85,186.23,202.85,391.6,2.28,118,96966
01/05/1988,07:00,18.67,85.2,292.75,437.62,108.25,375.05,2.07,114,96985
01/05/1988,08:00,18.03,89.05,58.85,0,58.85,371.35,2.07,112,97014
01/05/1988,09:00,17.58,91.3,27.25,0,27.25,391.45,1.66,121,97062
01/05/1988,10:00,16.84,93.4,0,0,0,364.45,1.59,125,97090
01/05/1988,11:00,16.4,95.05,0,0,0,360.95,1.59,130,97147
01/05/1988,12:00,16.07,97.2,0,0,0,363.1,1.38,133,97147
01/05/1988,13:00,15.81,98.4,0,0,0,357.5,1.38,141,97147
01/05/1988,14:00,15.46,99.35,0,0,0,348.25,1.31,147,97100
01/05/1988,15:00,15.79,99.25,0,0,0,382.35,1.1,132,97033
01/05/1988,16:00,15.73,99.4,0,0,0,380.05,1.17,127,97014
01/05/1988,17:00,15.68,99.05,0,0,0,389.9,1.86,114,97004
01/05/1988,18:00,15.62,99.2,0,0,0,387.55,1.72,112,97023
01/05/1988,19:00,16.16,98.8,0,0,0,391.45,1.52,115,97071
01/05/1988,20:00,16.33,97.5,16.6,14.08,13.8,387.4,2.07,108,97138
01/05/1988,21:00,16.88,87.8,112.55,118.98,65.05,383.5,2.14,101,97176
01/05/1988,22:00,18.12,83.65,257.85,199.25,140.95,371.2,2.34,89,97214
01/05/1988,23:00,19.68,72.65,510.05,503.12,133.45,359.8,2.69,84,97214
01/06/1988,00:00,21.37,64.75,731.7,668.08,148.8,358.65,2.62,85,97205
01/06/1988,01:00,22.03,62.75,735.45,557.05,204.65,361.6,2.62,86,97166
01/06/1988,02:00,22.88,60.9,880.05,773.82,119.7,356.9,2.76,91,97119
01/06/1988,03:00,22.49,62.9,766.35,596.69,193.75,359.25,3.1,95,97100
01/06/1988,04:00,21.96,63.95,672.85,583.21,156.4,371.2,3.45,96,97071
01/06/1988,05:00,21.72,64.3,593.6,522.11,194,379.85,3.52,96,97023
01/06/1988,06:00,21.57,64.65,533.65,651.82,137.8,375.8,3.52,99,97033
01/06/1988,07:00,19.99,73.7,242.8,230.38,145.55,379.3,2.97,108,97090
01/06/1988,08:00,19.19,75.85,72.75,0,72.75,365.2,2.55,108,97147
01/06/1988,09:00,18.32,78.4,26.25,0,26.25,358.85,2.41,107,97195
01/06/1988,10:00,17.44,82.05,0,0,0,360.2,2.21,110,97271
01/06/1988,11:00,16.5,87.8,0,0,0,334.75,2,114,97310
01/06/1988,12:00,15.99,92.55,0,0,0,341.1,1.79,112,97329
01/06/1988,13:00,15.52,96.65,0,0,0,338.2,1.45,115,97319
01/06/1988,14:00,15.13,98.6,0,0,0,331.65,1.38,122,97262
01/06/1988,15:00,15.09,99.25,0,0,0,349.6,1.24,125,97205
01/06/1988,16:00,15.27,96.2,0,0,0,377.15,1.86,117,97157
01/06/1988,17:00,14.84,99.05,0,0,0,347.85,1.38,125,97147
01/06/1988,18:00,14.88,98.2,0,0,0,364.45,1.31,124,97119
01/06/1988,19:00,14.84,99.45,0,0,0,357.85,1.24,126,97186
01/06/1988,20:00,15.51,96.9,22.6,33.6,16,385.45,1.93,113,97233
01/06/1988,21:00,16.54,86.55,141.8,84.77,108.15,369.05,2.14,95,97252
01/06/1988,22:00,18.25,73.85,403.35,458.33,135.35,349.8,1.93,81,97243
01/06/1988,23:00,19.58,64.9,528.5,498.37,156.25,340.15,1.59,76,97205
01/07/1988,00:00,21.51,56.4,771.45,647.33,207.45,350.15,1.72,76,97128
01/07/1988,01:00,23.41,48.9,997.45,927.62,114.3,331.5,1.72,71,97042
01/07/1988,02:00,25.03,42,1081.2,974.32,124.25,338.8,1.31,79,96918
01/07/1988,03:00,25.73,39.35,970.3,770.32,231.15,367.15,1.59,96,96823
01/07/1988,04:00,25.58,39.5,802.35,674.42,205,387.4,1.93,103,96747
01/07/1988,05:00,24.64,44.15,574.9,359.06,299.95,391.45,2.28,97,96670
01/07/1988,06:00,24.62,45.95,670.7,809.42,178.75,350.35,2.14,98,96622
01/07/1988,07:00,23.82,51.65,493.3,916,106.2,348.05,2.76,92,96661
01/07/1988,08:00,21.87,65.3,80.35,0,80.35,347.1,2.48,88,96737
01/07/1988,09:00,20.05,75.55,32.6,0,32.6,346.3,2.48,81,96823
01/07/1988,10:00,18.67,82.25,0,0,0,348.25,2,79,96842
01/07/1988,11:00,17.78,86.45,0,0,0,349,1.45,79,96909
01/07/1988,12:00,17.33,88.15,0,0,0,362.5,1.17,69,96928
01/07/1988,13:00,16.74,90.6,0,0,0,353.45,0.76,64,96909
01/07/1988,14:00,16.34,92.65,0,0,0,345.9,0.21,64,96880
01/07/1988,15:00,15.58,95,0,0,0,320.25,0.34,237,96804
01/07/1988,16:00,15.19,95.6,0,0,0,318.15,1.17,230,96727
01/07/1988,17:00,14.47,97.25,0,0,0,312,1.31,235,96689
01/07/1988,18:00,13.72,97.95,0,0,0,302.15,1.31,245,96699
01/07/1988,19:00,13.76,98.7,0,0,0,302.55,1.59,246,96718
01/07/1988,20:00,14.07,97.5,59.05,176.12,24.9,305.05,0.9,258,96785
01/07/1988,21:00,18.31,82.25,231.25,360.3,89.05,314.85,0.69,292,96823
01/07/1988,22:00,21.06,66.7,434.05,497.73,144,327.4,1.03,319,96823
01/07/1988,23:00,23.56,56.25,665.95,711.79,135.45,331.85,1.38,321,96766
01/08/1988,00:00,26,47.9,872.8,887.28,100.85,341.3,1.52,308,96689
01/08/1988,01:00,28,41.8,1001.95,939.01,108.75,349.8,1.38,295,96632
01/08/1988,02:00,29.7,35.15,1069.95,972.89,114.85,359.8,1.1,269,96556
01/08/1988,03:00,30.22,32.1,891.15,699.32,220.2,384.85,0.97,264,96470
01/08/1988,04:00,31.03,29.4,844.65,698.91,225.5,397.2,0.97,260,96403
01/08/1988,05:00,30.06,30.75,441.4,127.08,344.05,422.3,0.62,271,96355
01/08/1988,06:00,28.24,49.45,253.25,47.6,224.3,420.95,0,183,96279
01/08/1988,07:00,29.07,38.05,276.7,128.37,222.4,412.85,0.76,15,96279
01/08/1988,08:00,27.57,48.75,133.7,0,133.7,402.8,0.97,53,96374
01/08/1988,09:00,25.65,53.7,47.6,0,47.6,384.7,1.72,74,96432
01/08/1988,10:00,23.68,58.8,0,0,0,377.35,1.79,83,96508
01/08/1988,11:00,22.4,63.8,0,0,0,369.25,1.45,74,96537
01/08/1988,12:00,20.99,75.35,0,0,0,362.5,0.83,28,96565
01/08/1988,13:00,21.43,65.9,0,0,0,361.75,1.31,298,96565
01/08/1988,14:00,20.43,68.95,0,0,0,358.05,1.86,274,96537
01/08/1988,15:00,19.18,72.25,0,0,0,359.25,1.86,267,96479
01/08/1988,16:00,18.31,74.6,0,0,0,352.3,1.72,264,96451
01/08/1988,17:00,18.22,72.95,0,0,0,356.35,1.72,260,96432
01/08/1988,18:00,17.87,73.35,0,0,0,347.1,1.79,260,96422
01/08/1988,19:00,17.12,80.3,0,0,0,345.55,1.93,262,96479
01/08/1988,20:00,18.11,77.4,40.9,109.75,19.9,347.65,1.72,263,96546
01/08/1988,21:00,21.27,72.5,172.4,260.36,70.25,358.45,1.17,265,96603
01/08/1988,22:00,25.65,57.05,356.9,419.22,113.45,382.75,1.03,273,96651
01/08/1988,23:00,28.27,43.9,547.55,583.68,113.5,377.15,1.17,258,96603
01/09/1988,00:00,30.22,36.85,729.65,660.04,156.25,383.7,1.03,208,96546
01/09/1988,01:00,31.23,34.65,819.45,731.26,124.5,385.7,1.31,157,96489
01/09/1988,02:00,31.91,33.8,900.55,750.95,163.7,397.6,1.38,137,96441
01/09/1988,03:00,32.08,33.7,879.15,767.51,142.9,402.05,1.31,131,96384
01/09/1988,04:00,31.83,34.7,739.1,664.01,150.8,412.25,1.45,119,96327
01/09/1988,05:00,29.45,40.95,620.1,586.54,170.6,405.3,1.1,114,96298
01/09/1988,06:00,29.95,38.7,484.15,470.8,197.65,409.95,1.45,109,96250
01/09/1988,07:00,29.97,37.1,459.45,896.08,80.15,381.8,2.21,91,96279
01/09/1988,08:00,28.22,45.75,77.05,0,77.05,401.85,1.66,107,96413
01/09/1988,09:00,25.91,54.1,31.9,0,31.9,391.25,1.86,140,96508
01/09/1988,10:00,24.19,59.05,0,0,0,384.3,2,156,96613
01/09/1988,11:00,22.8,64.35,0,0,0,377.35,2,164,96737
01/09/1988,12:00,22.07,68.3,0,0,0,391.25,1.66,156,96775
01/09/1988,13:00,21.25,73.1,0,0,0,384.7,1.45,157,96775
01/09/1988,14:00,20.33,78.6,0,0,0,367.7,1.24,162,96775
01/09/1988,15:00,19.59,83.3,0,0,0,356.35,1.1,184,96708
01/09/1988,16:00,19.03,86.75,0,0,0,351.15,1.1,206,96661
01/09/1988,17:00,18.69,89.15,0,0,0,354,0.9,221,96670
01/09/1988,18:00,18.45,90.5,0,0,0,356.35,0.97,234,96642
01/09/1988,19:00,18.55,95.55,0,0,0,393.95,0.07,132,96651
01/09/1988,20:00,19.05,90.8,30.55,36.3,23.7,390.25,0.48,261,96689
01/09/1988,21:00,20.88,78.45,170.65,206.43,90.15,374.65,0.41,289,96708
01/09/1988,22:00,23.71,60.3,408.95,494.94,122.55,360.6,0.62,341,96727
01/09/1988,23:00,26.27,47.7,605.85,611.02,152.5,367.5,1.31,354,96670
01/10/1988,00:00,28.82,39.7,819.7,753.32,166.25,373.5,1.93,344,96622
01/10/1988,01:00,30.8,34.85,908.6,800.21,148.85,380.5,2.21,308,96565
01/10/1988,02:00,31.39,33.05,758.45,551.6,217.5,405.7,2.69,283,96498
01/10/1988,03:00,32.02,31.25,728.7,525.4,224.8,408.2,3.03,271,96413
01/10/1988,04:00,31.95,31.6,616.45,386.38,274.1,419.2,2.97,260,96336
01/10/1988,05:00,31.83,31.95,551.8,444.77,210.85,409.15,2.69,261,96336
01/10/1988,06:00,31.51,32.4,443.6,413.1,192.1,424,2.62,269,96298
01/10/1988,07:00,29.38,48.55,227.15,317.93,92.5,425,0.83,188,96288
01/10/1988,08:00,28,60.15,80.85,0,80.85,402.8,0.83,185,96336
01/10/1988,09:00,26.98,65.35,25.65,0,25.65,424.8,1.17,210,96413
01/10/1988,10:00,25.53,70.55,0,0,0,410.9,0.97,237,96489
01/10/1988,11:00,24.83,71.7,0,0,0,406.65,1.03,290,96527
01/10/1988,12:00,24.2,70.8,0,0,0,408.4,1.45,295,96508
01/10/1988,13:00,23.05,72.8,0,0,0,398.35,1.59,290,96489
01/10/1988,14:00,22.34,71.4,0,0,0,390.25,1.66,284,96460
01/10/1988,15:00,21.89,69.4,0,0,0,387.55,1.59,278,96346
01/10/1988,16:00,21.52,69.35,0,0,0,383.7,1.45,265,96298
01/10/1988,17:00,21,69.7,0,0,0,371.55,1.66,260,96279
01/10/1988,18:00,20.92,68.75,0,0,0,388.15,1.59,269,96269
01/10/1988,19:00,20.35,77.75,0,0,0,384.85,1.59,278,96336
01/10/1988,20:00,20.91,76.35,25.65,46.22,17.05,390.1,1.52,279,96393
01/10/1988,21:00,21.98,74.85,68.7,18.96,61.35,405.9,1.31,288,96413
01/10/1988,22:00,25.51,64.4,352.5,414.43,113.55,376,1.17,293,96432
01/10/1988,23:00,28.62,47.15,559.7,526.51,169.95,381.2,2.14,292,96393
01/11/1988,00:00,30.68,37.7,701.9,614.19,169.95,391.05,3.03,291,96336
01/11/1988,01:00,32.26,32.7,857.75,693.46,200,392.45,3.93,291,96279
01/11/1988,02:00,33.39,29.3,968.5,798.45,185.9,397.8,4.41,284,96212
01/11/1988,03:00,33.69,27.9,958.1,774.06,215.9,402.05,4.76,278,96136
01/11/1988,04:00,33.97,26.75,873.8,767.11,194.1,402.6,4.97,278,96059
01/11/1988,05:00,33.33,27.95,753.35,779.08,156,401.65,4.55,274,95993
01/11/1988,06:00,33.25,28.95,663.45,900.45,115.05,397.8,3.72,270,95945
01/11/1988,07:00,31.91,29.1,452.55,792.12,116.95,400.5,3.31,272,96002
01/11/1988,08:00,30.44,34.8,94.6,0,94.6,396.65,2.14,270,96050
01/11/1988,09:00,27.68,55.1,33.5,0,33.5,382.15,1.1,250,96107
01/11/1988,10:00,25.98,51.95,0,0,0,382.75,0.97,169,96260
01/11/1988,11:00,24.07,62.35,0,0,0,373.9,1.79,122,96336
01/11/1988,12:00,22.1,76.95,0,0,0,373.7,1.52,111,96403
01/11/1988,13:00,21.23,84.25,0,0,0,382.15,1.38,103,96413
01/11/1988,14:00,20.54,89.6,0,0,0,379.3,1.17,103,96451
01/11/1988,15:00,20.03,92.75,0,0,0,374.85,1.1,102,96384
01/11/1988,16:00,19.62,94.75,0,0,0,372.9,1.03,104,96403
01/11/1988,17:00,19.44,95.3,0,0,0,384.7,1.1,103,96393
01/11/1988,18:00,19.2,95.85,0,0,0,393.35,1.1,98,96422
01/11/1988,19:00,18.94,97,0,0,0,400.5,1.17,82,96470
01/11/1988,20:00,19.1,95.7,29.3,49.08,20.3,405.3,1.31,75,96575
01/11/1988,21:00,19.52,92.8,128.2,136.97,75.45,403.75,1.45,70,96642
01/11/1988,22:00,20.13,86.95,232.55,180.08,129.1,401.85,1.38,73,96632
01/11/1988,23:00,21.98,76.25,444,284.69,233.75,395.5,1.31,76,96613
01/12/1988,00:00,23.53,69.45,565.8,346.64,266.05,398.55,1.38,78,96594
01/12/1988,01:00,26.38,57.7,863.65,607.14,288.35,390.9,1.17,59,96498
01/12/1988,02:00,29.01,48.45,989.1,784.89,220.25,387.55,1.03,3,96403
01/12/1988,03:00,30.42,43.9,953.7,717.58,265.85,409.15,1.03,0,96308
01/12/1988,04:00,31.68,39,966.3,951.45,123.3,388.15,0.97,30,96269
01/12/1988,05:00,31.36,40.05,783.85,832.05,145.8,407.05,1.66,82,96250
01/12/1988,06:00,28.87,49.9,621.9,880.54,85.5,397,2.69,100,96279
01/12/1988,07:00,24.22,68.6,314.8,290.74,191.6,411.7,3.03,91,96336
01/12/1988,08:00,22.96,72.95,93.85,0,93.85,393.55,2.83,97,96470
01/12/1988,09:00,21.6,76.6,23.9,0,23.9,408.4,3.17,97,96546
01/12/1988,10:00,20.32,81.1,0,0,0,401.05,2.69,94,96603
01/12/1988,11:00,19.47,83.75,0,0,0,398.35,2.55,92,96680
01/12/1988,12:00,18.92,85.1,0,0,0,395.85,2.28,94,96699
01/12/1988,13:00,18.48,86,0,0,0,390.65,1.93,93,96727
01/12/1988,14:00,18.12,87.25,0,0,0,383.7,1.79,87,96689
01/12/1988,15:00,17.76,89.15,0,0,0,382.15,1.72,82,96584
01/12/1988,16:00,17.52,91.15,0,0,0,382.95,1.38,82,96546
01/12/1988,17:00,17.42,92.35,0,0,0,384.3,0.97,79,96508
01/12/1988,18:00,17.4,93.1,0,0,0,384.3,0.83,63,96479
01/12/1988,19:00,17.47,91,0,0,0,372.7,0.62,24,96441
01/12/1988,20:00,17.8,90.1,34.65,73.62,21.35,365,0.69,340,96479
01/12/1988,21:00,19.8,82.4,197.7,327.2,72.5,358.05,1.24,329,96441
01/12/1988,22:00,23.09,69.85,414.85,527.16,113.15,365.6,1.93,323,96374
01/12/1988,23:00,26.68,57.45,650.4,742.59,103.3,362.1,3.1,326,96279
01/13/1988,00:00,29.48,48.35,822.2,812.18,121,377.95,3.93,325,96164
01/13/1988,01:00,31.59,41.55,903.4,707.13,234.05,394.55,4.41,319,96078
01/13/1988,02:00,33.61,35.95,979.55,751.07,244.3,410.15,4.76,313,95964
01/13/1988,03:00,35.14,30.6,920.15,787.94,165.1,416.5,5.03,309,95849
01/13/1988,04:00,36.63,26.2,933.85,880.89,153.45,418.6,5.17,302,95754
01/13/1988,05:00,36.83,24.95,806.2,865.06,142.8,430.4,5.24,298,95649
01/13/1988,06:00,35.74,25.55,561.2,710.88,128.1,427.3,4.83,298,95573
01/13/1988,07:00,35.3,26.2,435.4,777.37,106,421.3,4.62,304,95534
01/13/1988,08:00,33.72,30.1,74.3,0,74.3,430.4,2.97,304,95592
01/13/1988,09:00,31.24,34.8,25.5,0,25.5,419.6,2.34,308,95639
01/13/1988,10:00,29.13,38.25,0,0,0,412.05,2.21,308,95678
01/13/1988,11:00,27.96,40.6,0,0,0,407.05,2.14,312,95725
01/13/1988,12:00,27.2,41.35,0,0,0,389.9,2.34,310,95783
01/13/1988,13:00,26.81,42.25,0,0,0,394.3,2.34,286,95859
01/13/1988,14:00,26.04,44.85,0,0,0,392.8,2.14,267,95888
01/13/1988,15:00,24.96,49.15,0,0,0,390.85,2,265,95888
01/13/1988,16:00,24.14,53.15,0,0,0,396.25,1.93,263,95830
01/13/1988,17:00,23.71,56.8,0,0,0,393.35,2.14,262,95792
01/13/1988,18:00,23.57,61.9,0,0,0,392.8,2.55,259,95792
01/13/1988,19:00,23.36,64.3,0,0,0,393.55,2.34,274,95878
01/13/1988,20:00,23.76,63.8,26.15,17.99,22.95,395.85,2.62,272,95954
01/13/1988,21:00,24.46,62.25,91.3,26.7,81.15,399.15,2.97,270,96002
01/13/1988,22:00,24.39,62.8,74.35,4.21,71.95,412.85,3.1,272,96088
01/13/1988,23:00,24.3,63.65,92.9,15.1,81.8,416.1,2.97,283,96040
01/14/1988,00:00,25.6,61.2,283.7,72.39,221.3,413.8,2.97,280,96021
01/14/1988,01:00,27.8,54.85,618.15,206.33,423.05,401.9,3.66,277,96031
01/14/1988,02:00,29.04,48.8,699.45,259.43,445.65,404.95,3.86,275,96002
01/14/1988,03:00,30.18,40.1,796.15,412.05,401.45,403.6,4.28,274,95983
01/14/1988,04:00,31.52,30.15,899.95,721.51,260.85,384.7,4.41,269,95916
01/14/1988,05:00,32.19,20.9,898.7,1010.22,124,368.1,4.41,262,95888
01/14/1988,06:00,31.7,15.8,756,1089.8,92.05,349.4,4,253,95878
01/14/1988,07:00,29.83,24.55,529.8,1058.65,81.3,359.2,3.66,248,95907
01/14/1988,08:00,28.41,25.7,64.15,0,64.15,340.35,2.9,237,96012
01/14/1988,09:00,25.95,30.95,32.15,0,32.15,329.15,2,208,96126
01/14/1988,10:00,23.26,40.9,0,0,0,322.8,1.72,175,96336
01/14/1988,11:00,21.35,60.45,0,0,0,330.9,1.93,160,96489
01/14/1988,12:00,20.4,81.6,0,0,0,366.15,2.07,136,96565
01/14/1988,13:00,19.73,91.25,0,0,0,387.4,2.28,130,96632
01/14/1988,14:00,18.87,93.85,0,0,0,402.4,2.34,132,96642
01/14/1988,15:00,18.3,94.4,0,0,0,402.8,2.76,131,96632
01/14/1988,16:00,17.74,100,0,0,0,391.8,2.34,131,96603
01/14/1988,17:00,17.35,100,0,0,0,395.1,2.41,128,96613
01/14/1988,18:00,16.97,99.95,0,0,0,392.95,2.41,124,96642
01/14/1988,19:00,17.61,95.6,0,0,0,396.85,1.86,103,96718
01/14/1988,20:00,17.54,95.25,13.9,5.14,13,398.2,2.07,102,96794
01/14/1988,21:00,17.65,92.45,88.5,82.89,57.2,380.65,2.69,99,96861
01/14/1988,22:00,18.06,88.65,253.75,227.05,124.8,376.95,2.97,96,96899
01/14/1988,23:00,17.93,90.25,331.2,160.88,213.25,379.85,2.83,94,96937
01/15/1988,00:00,18.52,86.85,449.1,229.17,251.9,388.9,2.9,93,96985
01/15/1988,01:00,18.93,84.75,522.35,233.19,302.1,389.95,3.1,86,96947
01/15/1988,02:00,18.04,90.15,334.25,107.66,229,399.35,2.9,84,96909
