1,TESTSITE,PP,5,-33.176,150.433,392,,,,
Date (MM/DD/YYYY),Time (HH:MM),T2m,RH,GHI,DNI,DHI,IR(h),WS10m,WD10m,SP
04/09/1980,01:00,15.47,67.5,353.15,136.92,253.35,369.9,1.45,118,98560
04/09/1980,02:00,15.99,64.4,337.95,86.28,272.6,370.8,1.52,122,98474
04/09/1980,03:00,17.15,58.35,511.15,319.52,278.1,360.75,1.52,126,98407
04/09/1980,04:00,17.07,58.95,402,312.73,199.75,337.25,1.66,125,98359
04/09/1980,05:00,17.04,59.65,202.05,0,202.05,357.3,1.86,127,98340
04/09/1980,06:00,16.64,62.7,146.45,0,146.45,325.65,2,120,98359
04/09/1980,07:00,15.65,71.7,55.6,0,55.6,367.7,1.93,116,98407
04/09/1980,08:00,14.24,79.75,0,0,0,336.45,1.66,109,98445
04/09/1980,09:00,13.4,85,0,0,0,332.6,1.38,113,98503
04/09/1980,10:00,12.66,89.25,0,0,0,317.4,1.24,122,98560
04/09/1980,11:00,12.32,91.25,0,0,0,323.55,1.1,138,98569
04/09/1980,12:00,12.05,92.2,0,0,0,312.15,1.1,151,98550
04/09/1980,13:00,11.74,92.95,0,0,0,304.85,1.1,159,98522
04/09/1980,14:00,11.43,94.65,0,0,0,324.7,0.9,178,98484
04/09/1980,15:00,11.08,95,0,0,0,319.7,0.9,202,98445
04/09/1980,16:00,10.89,95.4,0,0,0,325.3,0.9,216,98426
04/09/1980,17:00,10.81,95.55,0,0,0,326.65,1.03,221,98379
04/09/1980,18:00,10.15,96.7,0,0,0,297.5,1.17,223,98379
04/09/1980,19:00,9.81,96.2,0,0,0,291.15,1.38,220,98379
04/09/1980,20:00,9.11,97.15,0,0,0,285.95,1.45,225,98417
04/09/1980,21:00,8.75,97.65,11.15,0,11.15,281.15,1.03,226,98436
04/09/1980,22:00,12.58,87.45,181.95,356.27,60.2,288.85,0.28,146,98474
04/09/1980,23:00,14.68,70.5,369.35,556.14,83.65,296.55,0.69,87,98474
04/10/1980,00:00,16.07,61.6,545.85,653.83,126,292.1,0.55,76,98398
04/10/1980,01:00,17.45,53.9,692.35,797.04,114.55,295.85,0.41,76,98312
04/10/1980,02:00,18.58,48.5,755.05,821.15,136.6,304.25,0.34,90,98197
04/10/1980,03:00,19.44,44.7,773.8,909.46,114.55,299.05,0.41,121,98083
04/10/1980,04:00,19.92,42.65,723.8,983.57,92.3,301.75,0.69,129,98006
04/10/1980,05:00,19.93,42.4,75.4,0,75.4,301.4,0.9,124,97949
04/10/1980,06:00,19.28,45,69.45,0,69.45,301.55,1.17,109,97949
04/10/1980,07:00,17.62,59.25,48.55,0,48.55,303.1,1.59,89,97978
04/10/1980,08:00,15.43,68.1,0,0,0,299.65,1.72,83,97987
04/10/1980,09:00,14.27,74.05,0,0,0,298.1,1.31,70,98025
04/10/1980,10:00,13.25,82.7,0,0,0,304.45,0.76,36,98092
04/10/1980,11:00,12.8,83.1,0,0,0,305.8,0.69,318,98064
04/10/1980,12:00,12.02,85.6,0,0,0,288.05,1.24,280,98045
04/10/1980,13:00,11.06,88.55,0,0,0,283.45,1.72,266,98016
04/10/1980,14:00,10.1,92,0,0,0,280.95,1.72,265,97949
04/10/1980,15:00,9.52,93.85,0,0,0,278.05,1.79,266,97901
04/10/1980,16:00,9.06,95.15,0,0,0,276.1,1.79,263,97854
04/10/1980,17:00,8.71,95.7,0,0,0,274.4,1.79,261,97835
04/10/1980,18:00,8.43,95.9,0,0,0,272.45,1.79,260,97806
04/10/1980,19:00,7.85,95.4,0,0,0,272.05,1.79,257,97844
04/10/1980,20:00,7.67,94,0,0,0,272.45,1.79,256,97844
04/10/1980,21:00,8.13,90.7,11.45,0,11.45,272.05,1.45,255,97882
04/10/1980,22:00,12.73,76.7,203.5,457.84,48.4,274.95,0.76,249,97892
04/10/1980,23:00,17.75,57.15,411.95,676.49,66.65,283.25,0.48,214,97911
04/11/1980,00:00,20.03,42.85,591,805.08,76.95,292.9,1.24,151,97854
04/11/1980,01:00,21.16,37.9,718.95,882.14,82.95,299.1,1.66,138,97796
04/11/1980,02:00,21.87,36,784.4,933.37,85.4,304.05,2,132,97758
04/11/1980,03:00,22.16,35.5,782.1,967.46,85.15,307.95,2.28,131,97682
04/11/1980,04:00,22.04,35.95,712.35,988.64,82.2,310.05,2.48,131,97644
04/11/1980,05:00,21.48,37.45,83.95,0,83.95,311.6,2.62,128,97663
04/11/1980,06:00,20.42,41.1,73.4,0,73.4,311.8,2.34,120,97710
04/11/1980,07:00,18.33,50.1,48.75,0,48.75,306.95,2,113,97787
04/11/1980,08:00,16.08,57,0,0,0,301.95,1.93,118,97844
04/11/1980,09:00,14.54,65.8,0,0,0,298.3,2,123,97901
04/11/1980,10:00,13.44,80.15,0,0,0,296.35,1.93,131,98035
04/11/1980,11:00,12.86,92.85,0,0,0,303.3,1.93,143,98045
04/11/1980,12:00,12.64,97.8,0,0,0,312.15,2,150,98064
04/11/1980,13:00,13.04,96.6,0,0,0,361.75,2.14,149,98092
04/11/1980,14:00,13.11,96.3,0,0,0,369.45,2.14,144,98054
04/11/1980,15:00,12.97,98.05,0,0,0,366.75,2.14,139,98045
04/11/1980,16:00,13.12,96.05,0,0,0,376.4,2.28,132,98006
04/11/1980,17:00,12.95,97.15,0,0,0,374.45,2.07,129,98025
04/11/1980,18:00,12.79,97.2,0,0,0,371.55,1.72,128,98025
04/11/1980,19:00,12.8,96.35,0,0,0,362.1,1.17,137,98083
04/11/1980,20:00,12.58,96.5,0,0,0,352.3,1.03,140,98102
04/11/1980,21:00,12.52,96.6,10.3,0,10.3,336.1,0.76,135,98140
04/11/1980,22:00,13.89,86.15,138.4,230.8,60.9,337.45,1.79,114,98188
04/11/1980,23:00,14.78,78.4,267.6,307.52,111.65,312.15,1.72,105,98178
04/12/1980,00:00,16.05,69.3,389.5,286.52,207.6,356.9,1.24,108,98121
04/12/1980,01:00,17.11,62.25,456.7,255.51,273.5,369.1,1.1,117,98064
04/12/1980,02:00,18.29,56.4,575,378.77,292.95,364.05,1.17,119,97978
04/12/1980,03:00,19.62,52.2,759.8,912.34,106.65,320.1,1.17,118,97892
04/12/1980,04:00,20.12,49.75,708.85,985.71,85.15,308.3,1.1,135,97796
04/12/1980,05:00,20.06,48.85,128.8,0,128.8,321.6,1.17,132,97768
04/12/1980,06:00,19.35,52.35,95.15,0,95.15,320.45,1.45,103,97758
04/12/1980,07:00,18.1,63.7,49.35,0,49.35,308.5,1.45,80,97768
04/12/1980,08:00,16.15,70.85,0,0,0,303.9,1.59,80,97806
04/12/1980,09:00,14.94,75.6,0,0,0,299.45,1.31,88,97882
04/12/1980,10:00,13.81,82.6,0,0,0,296.95,0.9,90,97940
04/12/1980,11:00,13.95,77.05,0,0,0,294.25,0.21,73,97997
04/12/1980,12:00,12.53,85.15,0,0,0,291.55,0.62,264,97997
04/12/1980,13:00,11.45,88.9,0,0,0,286.9,1.17,254,97978
04/12/1980,14:00,10.86,89.75,0,0,0,282.85,1.38,241,97968
04/12/1980,15:00,10.38,90.25,0,0,0,279.8,1.38,229,97940
04/12/1980,16:00,10.03,90.15,0,0,0,279,1.45,223,97911
04/12/1980,17:00,9.66,90.7,0,0,0,278.6,1.52,224,97911
04/12/1980,18:00,9.3,91.7,0,0,0,277.85,1.59,229,97920
04/12/1980,19:00,8.74,92.15,0,0,0,271.85,1.59,221,97968
04/12/1980,20:00,8.56,92.45,0,0,0,270.7,1.52,217,98006
04/12/1980,21:00,8.63,93.2,10.75,0,10.75,270.15,1.31,209,98064
04/12/1980,22:00,12.69,83.85,48,0,48,272.85,0.41,145,98169
04/12/1980,23:00,15.39,72.05,405.4,671.08,67.3,279.6,1.72,117,98197
04/13/1980,00:00,16.7,64.6,580.4,795.31,78.4,285.55,2.41,115,98159
04/13/1980,01:00,17.45,59.85,645.45,717.99,133.5,296.6,2.41,115,98121
04/13/1980,02:00,18.27,55.1,735.65,830.04,121.1,305.4,2.34,114,98025
04/13/1980,03:00,18.7,52.5,711.8,801.56,141.55,312.15,2.28,112,97940
04/13/1980,04:00,19,50.9,685.45,894.2,123.8,307.95,2.21,111,97873
04/13/1980,05:00,18.78,51.5,103.8,0,103.8,309.85,2.21,110,97863
04/13/1980,06:00,17.99,54.9,106.65,0,106.65,309.65,2,108,97901
04/13/1980,07:00,16.44,66.65,78.25,0,78.25,314.3,1.66,102,97911
04/13/1980,08:00,14.7,74.5,0,0,0,309.85,1.66,100,97978
04/13/1980,09:00,13.45,81.15,0,0,0,296.95,1.66,100,98025
04/13/1980,10:00,12.67,86.4,0,0,0,292.3,1.52,102,98083
04/13/1980,11:00,12.2,90,0,0,0,285.75,1.38,100,98111
04/13/1980,12:00,11.67,93.45,0,0,0,284.4,0.97,93,98140
04/13/1980,13:00,11.96,92.9,0,0,0,308.9,0.41,75,98130
04/13/1980,14:00,11.88,94,0,0,0,318.75,0.07,30,98121
04/13/1980,15:00,11.6,95.55,0,0,0,314.7,0.28,250,98102
04/13/1980,16:00,10.65,97.7,0,0,0,297.5,0.69,238,98054
04/13/1980,17:00,9.28,99.2,0,0,0,273.8,1.03,238,98016
04/13/1980,18:00,8.56,99.4,0,0,0,268.4,1.31,239,98016
04/13/1980,19:00,7.99,97.1,0,0,0,262.25,1.45,243,98016
04/13/1980,20:00,7.59,95.9,0,0,0,260.1,1.45,248,98045
04/13/1980,21:00,7.61,95.3,10.95,0,10.95,260.3,1.31,250,98064
04/13/1980,22:00,11.83,85.4,55.4,0,55.4,263.75,0.14,269,98092
04/13/1980,23:00,15.05,67.4,386.6,596.41,88.1,271.3,0.76,27,98083
04/14/1980,00:00,17.03,55.4,574.45,779.71,85.15,278.45,1.17,31,97997
04/14/1980,01:00,18.57,47.1,700.85,841.27,104.35,286.55,1.03,23,97920
04/14/1980,02:00,19.82,41.95,730.85,762.98,169.2,298.85,0.83,16,97787
04/14/1980,03:00,20.47,39.45,661.3,536.75,281.85,314.5,0.62,10,97663
04/14/1980,04:00,20.68,38.45,578.3,499.46,266.9,320.65,0.55,11,97577
04/14/1980,05:00,20.7,38.15,187.75,0,187.75,321.05,0.55,29,97510
04/14/1980,06:00,20.18,41.9,97.35,0,97.35,309.45,0.76,60,97481
04/14/1980,07:00,18.65,55.2,51.5,0,51.5,309.85,1.59,61,97462
04/14/1980,08:00,16.46,61.5,0,0,0,301.35,1.86,52,97510
04/14/1980,09:00,15.04,66.25,0,0,0,298.3,1.72,37,97567
04/14/1980,10:00,14.19,69.85,0,0,0,297.7,1.52,11,97596
04/14/1980,11:00,13.67,71.4,0,0,0,304.05,1.45,329,97625
04/14/1980,12:00,13.15,71.95,0,0,0,314.1,1.66,299,97625
04/14/1980,13:00,12.23,74.65,0,0,0,305.25,1.79,286,97615
04/14/1980,14:00,11.19,78.7,0,0,0,300.2,1.72,277,97548
04/14/1980,15:00,10.63,80.65,0,0,0,299.85,1.72,272,97510
04/14/1980,16:00,10.98,78.1,0,0,0,321.6,1.72,272,97443
04/14/1980,17:00,10.89,78.05,0,0,0,310.45,1.79,270,97405
04/14/1980,18:00,10.65,78.9,0,0,0,302.55,1.86,267,97405
04/14/1980,19:00,9.98,82.35,0,0,0,293.45,1.93,264,97415
04/14/1980,20:00,9.82,82.7,0,0,0,291.35,1.93,264,97443
04/14/1980,21:00,10.21,82.15,11.45,0,11.45,295,1.72,267,97472
04/14/1980,22:00,14,73.55,58.75,0,58.75,302.55,1.03,272,97481
04/14/1980,23:00,18.21,59.9,360.05,536.35,93.4,305.05,1.03,287,97481
04/15/1980,00:00,20.93,46.5,552.1,744.55,87.6,311.8,1.86,292,97386
04/15/1980,01:00,22.2,40.15,621.75,708.94,121.9,335.15,2.28,284,97291
04/15/1980,02:00,23.05,36.85,667.45,680.1,169.7,332.8,2.07,275,97205
04/15/1980,03:00,23.65,34.35,690.45,798.25,129.7,333.6,1.93,274,97081
04/15/1980,04:00,23.35,35.2,597.6,780.29,114.7,350.15,1.86,279,97042
04/15/1980,05:00,20.92,57.7,105.85,0,105.85,354.6,1.1,282,96995
04/15/1980,06:00,20.67,59.2,92.35,0,92.35,339.75,0.76,266,97004
04/15/1980,07:00,20.46,53.7,51,0,51,334.55,1.59,314,97014
04/15/1980,08:00,18.35,57.15,0,0,0,327,1.93,298,97042
04/15/1980,09:00,16.33,59.8,0,0,0,324.9,1.93,289,97100
04/15/1980,10:00,15.21,59.45,0,0,0,322,1.93,297,97109
04/15/1980,11:00,14.82,57.3,0,0,0,321.05,2,302,97128
04/15/1980,12:00,14.36,56.9,0,0,0,309.1,2.07,302,97100
04/15/1980,13:00,14.2,56.55,0,0,0,310.65,2.14,303,97109
04/15/1980,14:00,13.94,57.05,0,0,0,307.75,2.14,301,97052
04/15/1980,15:00,13.8,57.65,0,0,0,312.35,2.14,298,97042
04/15/1980,16:00,13.64,58.3,0,0,0,312.35,2.14,293,97014
04/15/1980,17:00,13.48,58.95,0,0,0,305.05,2.28,291,96976
04/15/1980,18:00,13.49,59.25,0,0,0,306.75,2.28,292,96976
04/15/1980,19:00,13.31,59.5,0,0,0,315.05,2.07,288,96985
04/15/1980,20:00,13.01,61.55,0,0,0,304.85,2.14,288,97004
04/15/1980,21:00,13.29,63.45,9.5,0,9.5,312.35,2,286,97033
04/15/1980,22:00,15.65,62.15,46.8,0,46.8,297.9,1.52,287,97081
04/15/1980,23:00,18.78,50.6,384.4,647.7,64.55,301.35,2.07,293,97062
04/16/1980,00:00,20.78,44,562.05,787.42,73.7,307.75,2.62,296,96995
04/16/1980,01:00,22.17,39.85,679.1,847.56,84.9,313.75,2.62,294,96909
04/16/1980,02:00,23.12,36.05,698.55,807.02,111.35,336.1,2.9,289,96823
04/16/1980,03:00,23.18,34.9,588.05,644.97,137.85,332.25,2.55,285,96727
04/16/1980,04:00,23.26,33.85,534.15,722.55,90.3,339.15,2.28,280,96689
04/16/1980,05:00,23.01,33.35,85.75,0,85.75,326.25,1.45,276,96689
04/16/1980,06:00,21.56,45.65,56.95,0,56.95,323.15,0.34,188,96718
04/16/1980,07:00,18.53,64.4,47.55,0,47.55,316.8,2.14,123,96785
04/16/1980,08:00,16.28,83.25,0,0,0,336.65,2.76,113,96880
04/16/1980,09:00,15.49,91.25,0,0,0,372.35,2.62,113,96976
04/16/1980,10:00,14.94,93.9,0,0,0,369.45,1.79,117,97062
04/16/1980,11:00,14.54,94.05,0,0,0,369.85,1.31,119,97100
04/16/1980,12:00,14,96.7,0,0,0,344,1.1,115,97128
04/16/1980,13:00,13.56,98.35,0,0,0,334.95,0.9,122,97109
04/16/1980,14:00,13.17,99.05,0,0,0,338,0.76,132,97109
04/16/1980,15:00,12.9,99.3,0,0,0,353.85,0.55,146,97100
04/16/1980,16:00,12.51,99.1,0,0,0,357.1,0.69,142,97062
04/16/1980,17:00,12.23,98.8,0,0,0,361.15,0.55,144,97042
04/16/1980,18:00,11.88,99.05,0,0,0,345.15,0.55,160,97052
04/16/1980,19:00,11.23,99.15,0,0,0,345.55,0.62,200,97090
04/16/1980,20:00,11.08,99.2,0,0,0,345.75,0.69,197,97119
04/16/1980,21:00,11.22,98.6,10.8,0,10.8,345.75,0.69,204,97166
04/16/1980,22:00,12.13,95.4,80.45,0,80.45,339.35,0.83,181,97195
04/16/1980,23:00,14.86,80.05,322.35,395.63,128.3,314.3,1.45,130,97205
04/17/1980,00:00,16.91,67.75,528.45,688.8,103.8,310.45,1.72,108,97157
04/17/1980,01:00,18.13,60,618.1,682.77,142.15,321.1,1.59,99,97100
04/17/1980,02:00,18.9,55.05,604.95,595.2,174.4,334.75,1.45,94,97023
04/17/1980,03:00,19.89,49.4,689.15,835.24,109.85,322.4,1.31,95,96937
04/17/1980,04:00,20.07,47.2,161.05,0,161.05,346.3,1.38,101,96880
04/17/1980,05:00,19.77,47.45,174.2,0,174.2,357.3,1.52,106,96880
04/17/1980,06:00,18.94,52.35,127.3,0,127.3,342.85,1.93,103,96909
04/17/1980,07:00,17.66,61.95,53.85,0,53.85,346.3,1.66,104,96957
04/17/1980,08:00,15.81,73.1,0,0,0,325.3,1.66,109,97033
04/17/1980,09:00,14.42,84.15,0,0,0,308.5,1.45,112,97147
04/17/1980,10:00,13.59,91.4,0,0,0,303.7,1.24,118,97166
04/17/1980,11:00,13.19,95.25,0,0,0,319.5,1.1,125,97252
04/17/1980,12:00,13.06,97.85,0,0,0,341.7,0.9,132,97262
04/17/1980,13:00,13.21,98.85,0,0,0,360.4,0.69,137,97243
04/17/1980,14:00,13.24,99.35,0,0,0,364.45,0.69,142,97262
04/17/1980,15:00,13.35,97.9,0,0,0,373.7,0.55,138,97224
04/17/1980,16:00,12.93,99.25,0,0,0,363.45,0.28,172,97233
04/17/1980,17:00,12.68,98.65,0,0,0,366.15,0.34,213,97176
04/17/1980,18:00,12.43,98.3,0,0,0,356.9,0.48,223,97195
04/17/1980,19:00,12.08,99.3,0,0,0,339.15,0.83,222,97252
04/17/1980,20:00,11.56,99.4,0,0,0,324.3,0.83,229,97262
04/17/1980,21:00,11.82,97.7,9.7,0,9.7,331.05,0.48,231,97291
04/17/1980,22:00,13.81,85.3,52.25,0,52.25,307.35,0,30,97319
04/17/1980,23:00,15.77,72.45,352.55,552.83,83.25,293.65,0.55,44,97310
04/18/1980,00:00,17.83,59.75,80,0,80,296.55,0.97,46,97243
04/18/1980,01:00,19.57,50.75,681.85,869.07,79.5,298.35,0.97,46,97195
04/18/1980,02:00,20.89,45.15,744.6,920.14,82.9,303.1,0.83,42,97138
04/18/1980,03:00,21.8,41.7,741.55,955.47,83.1,307.35,0.62,35,97062
04/18/1980,04:00,22.29,39.6,80.3,0,80.3,311.2,0.41,32,97004
04/18/1980,05:00,22.3,38.9,74.1,0,74.1,314.5,0.48,35,96976
04/18/1980,06:00,21.73,42.25,63.45,0,63.45,316.05,0.76,53,96985
04/18/1980,07:00,20.05,56.2,43.65,0,43.65,318.35,1.52,62,97023
04/18/1980,08:00,18.06,63.65,0,0,0,312.95,1.66,60,97081
04/18/1980,09:00,16.7,70.25,0,0,0,309.1,1.59,49,97176
04/18/1980,10:00,15.64,76.65,0,0,0,306,1.38,26,97252
04/18/1980,11:00,14.85,81.55,0,0,0,302.15,1.17,349,97281
04/18/1980,12:00,14.22,83.55,0,0,0,299.05,1.38,313,97291
04/18/1980,13:00,13.61,84.55,0,0,0,296.15,1.66,294,97262
04/18/1980,14:00,12.7,86.9,0,0,0,292.9,1.86,275,97214
04/18/1980,15:00,11.78,88.5,0,0,0,290,1.93,262,97214
04/18/1980,16:00,11.23,87.4,0,0,0,288.05,1.86,261,97214
04/18/1980,17:00,10.78,86.3,0,0,0,287.1,1.66,263,97157
04/18/1980,18:00,10.21,86.35,0,0,0,285.55,1.59,262,97128
04/18/1980,19:00,9.58,87.7,0,0,0,285.55,1.66,258,97138
04/18/1980,20:00,9.44,85.95,0,0,0,287.7,1.66,258,97186
04/18/1980,21:00,9.65,85.4,12.15,0,12.15,291.75,1.38,260,97224
04/18/1980,22:00,13.47,78,79.25,0,79.25,292.3,0.62,263,97271
04/18/1980,23:00,18.19,64.2,309.4,312.03,158.45,304.85,0.41,290,97281
04/19/1980,00:00,21.25,44.65,184.4,0,184.4,313.5,0.69,348,97243
04/19/1980,01:00,22.62,37.7,578.95,488.6,242.25,321.3,1.1,353,97195
04/19/1980,02:00,23.5,34.65,611.25,472.66,273.35,332.25,1.24,346,97100
04/19/1980,03:00,23.7,33.45,534.2,300.27,328.6,337.05,1.31,334,97042
04/19/1980,04:00,23.76,32.65,286.35,0,286.35,345.75,1.31,323,96966
04/19/1980,05:00,23.05,38.25,243.75,0,243.75,350.15,0.97,323,96966
04/19/1980,06:00,21.63,50.05,153.65,0,153.65,353.45,0.83,324,96976
04/19/1980,07:00,20.14,72.55,75.05,0,75.05,343.4,0.41,273,96985
04/19/1980,08:00,18.29,81.35,0,0,0,323.95,0.55,236,97014
04/19/1980,09:00,17.17,80.95,0,0,0,319.3,0.83,229,97081
04/19/1980,10:00,16.59,81.05,0,0,0,330.9,1.03,235,97119
04/19/1980,11:00,15.77,82.15,0,0,0,316.05,1.31,241,97147
04/19/1980,12:00,14.99,81.6,0,0,0,309.65,1.66,246,97138
04/19/1980,13:00,13.9,81.95,0,0,0,305.6,1.79,253,97157
04/19/1980,14:00,12.75,83.6,0,0,0,302.55,1.66,257,97109
04/19/1980,15:00,12.15,83.55,0,0,0,304.45,1.59,255,97062
04/19/1980,16:00,11.53,83.45,0,0,0,293.1,1.66,257,97023
04/19/1980,17:00,11.08,82.9,0,0,0,292.7,1.66,259,96985
04/19/1980,18:00,10.76,81.95,0,0,0,292.5,1.72,259,97014
04/19/1980,19:00,9.32,84.3,0,0,0,289.4,1.72,256,97014
04/19/1980,20:00,9.16,82.3,0,0,0,289.4,1.72,254,97052
04/19/1980,21:00,9.36,81.75,8.1,0,8.1,288.45,1.52,251,97090
04/19/1980,22:00,13.4,72.3,44.6,0,44.6,290.6,0.69,243,97176
04/19/1980,23:00,18.21,57.05,372.45,644.34,62.9,296.95,0.48,170,97186
04/20/1980,00:00,20.04,48.55,72.55,0,72.55,304.65,1.24,144,97109
04/20/1980,01:00,20.96,46.7,669.65,862.46,78.75,309.5,0.76,142,97071
04/20/1980,02:00,21.13,44.05,581.95,595.7,158.6,341.7,0.41,165,97014
04/20/1980,03:00,21.26,42.5,497.35,538.12,131.25,355.75,0.76,130,96937
04/20/1980,04:00,21.31,43.45,133.15,0,133.15,348.8,1.31,108,96899
04/20/1980,05:00,20.33,51.45,99,0,99,342.05,2.07,98,96899
04/20/1980,06:00,18.77,65,66.85,0,66.85,332.05,2.41,97,96957
04/20/1980,07:00,16.96,82,46.6,0,46.6,326.25,2.34,102,97004
04/20/1980,08:00,15.73,92.05,0,0,0,363.25,1.93,103,97100
04/20/1980,09:00,14.88,93.55,0,0,0,367.9,2,114,97176
04/20/1980,10:00,14.31,98.1,0,0,0,351.9,1.45,120,97281
04/20/1980,11:00,14.23,98.15,0,0,0,377.35,1.31,118,97319
04/20/1980,12:00,13.79,98.35,0,0,0,362.7,1.17,120,97329
04/20/1980,13:00,13.1,99.35,0,0,0,330.9,0.9,139,97310
04/20/1980,14:00,12.75,99.4,0,0,0,340.35,0.69,188,97319
04/20/1980,15:00,12.33,99.2,0,0,0,364.25,0.69,213,97271
04/20/1980,16:00,11.91,99.25,0,0,0,343.2,0.69,234,97281
04/20/1980,17:00,11.52,99.25,0,0,0,340.5,0.76,234,97214
04/20/1980,18:00,11.05,98.9,0,0,0,325.3,0.83,237,97224
04/20/1980,19:00,9.41,98.85,0,0,0,319.3,0.76,247,97233
04/20/1980,20:00,8.84,99.15,0,0,0,309.65,0.69,249,97262
04/20/1980,21:00,9.06,97.6,9.8,0,9.8,300.2,0.69,251,97300
04/20/1980,22:00,12.1,93.45,54,0,54,281.15,0.28,249,97319
04/20/1980,23:00,14.79,86.65,323.85,478.36,95.65,286.35,0.21,93,97367
04/21/1980,00:00,16.94,64.65,106,0,106,296.15,0.62,62,97310
04/21/1980,01:00,18.71,55.3,640.5,800.7,95.1,307.2,0.76,55,97252
04/21/1980,02:00,20.04,48.25,723.1,891.91,93,303.1,0.69,47,97157
04/21/1980,03:00,20.77,44.15,691.95,844.74,120.95,309.45,0.55,33,97062
04/21/1980,04:00,21.03,41.8,157.5,0,157.5,314.85,0.41,13,96995
04/21/1980,05:00,20.91,40.95,184.65,0,184.65,335.3,0.55,35,96966
04/21/1980,06:00,20.06,47.1,145.95,0,145.95,350.55,0.9,58,96976
04/21/1980,07:00,18.55,60.5,64.4,0,64.4,326.25,1.45,60,96966
04/21/1980,08:00,16.95,67,0,0,0,322,1.45,64,97033
04/21/1980,09:00,15.84,72.4,0,0,0,316.05,1.52,70,97100
04/21/1980,10:00,14.86,78.2,0,0,0,309.45,1.59,66,97119
04/21/1980,11:00,13.99,84.55,0,0,0,305.25,1.45,56,97157
04/21/1980,12:00,13.46,89.15,0,0,0,309.45,1.17,43,97147
04/21/1980,13:00,12.94,92.65,0,0,0,302.55,0.55,343,97176
04/21/1980,14:00,12.21,94.65,0,0,0,296,1.1,277,97138
04/21/1980,15:00,11.71,94.9,0,0,0,295.2,1.52,266,97138
04/21/1980,16:00,11.01,95.5,0,0,0,293.45,1.66,262,97109
04/21/1980,17:00,10.31,96.45,0,0,0,292.3,1.52,261,97071
04/21/1980,18:00,9.82,96.65,0,0,0,290.2,1.52,262,97081
04/21/1980,19:00,10.92,98.55,0,0,0,304.25,1.59,253,97128
04/21/1980,20:00,10.13,98.65,0,0,0,299.25,1.52,252,97128
04/21/1980,21:00,10.14,98.35,7.1,0,7.1,308.5,1.24,256,97166
04/21/1980,22:00,13.29,88.65,53.7,0,53.7,305.4,0.48,253,97224
04/21/1980,23:00,15.86,75.15,230.5,292.7,91.85,321.25,0.21,275,97233
04/22/1980,00:00,17.68,65.6,116.05,0,116.05,325.1,0.41,15,97186
04/22/1980,01:00,18.79,59.75,461.05,490.33,129,332.85,0.69,10,97147
04/22/1980,02:00,20.61,50.5,686.1,838.71,97.1,320.1,0.76,6,97042
04/22/1980,03:00,20.87,50.4,601.55,725.36,114.4,331.65,0.62,35,96976
04/22/1980,04:00,20.23,51.6,171.65,0,171.65,363.45,0.69,12,96909
04/22/1980,05:00,18.09,66.8,128.35,0,128.35,356.7,0.34,130,96918
04/22/1980,06:00,16.78,74.1,67.25,0,67.25,349,1.86,130,97004
04/22/1980,07:00,15.69,87.95,47.7,0,47.7,357.7,1.72,108,97071
04/22/1980,08:00,14.86,93.85,0,0,0,376.2,1.59,116,97147
04/22/1980,09:00,14.38,97.95,0,0,0,369.65,1.03,139,97243
04/22/1980,10:00,14.12,97,0,0,0,379.85,1.31,142,97252
04/22/1980,11:00,13.68,99.25,0,0,0,378.9,0.97,148,97319
04/22/1980,12:00,13.19,100,0,0,0,380.45,1.03,155,97348
04/22/1980,13:00,12.82,100,0,0,0,370.6,0.9,163,97376
04/22/1980,14:00,12.62,99.8,0,0,0,369.05,1.1,173,97357
04/22/1980,15:00,12.54,98.75,0,0,0,370.6,1.24,184,97338
04/22/1980,16:00,12.63,98.5,0,0,0,371.75,1.17,169,97319
04/22/1980,17:00,12.55,99.25,0,0,0,368.3,0.9,163,97281
04/22/1980,18:00,12.5,99.3,0,0,0,370.2,0.9,160,97291
04/22/1980,19:00,12.29,99.25,0,0,0,371.55,1.1,148,97329
04/22/1980,20:00,12.24,99.3,0,0,0,373.9,1.17,149,97357
04/22/1980,21:00,12.19,99.25,2.55,0,2.55,374.05,1.31,149,97415
04/22/1980,22:00,12.29,98.85,34.95,0,34.95,372.9,1.86,150,97453
04/22/1980,23:00,12.45,98.05,91.55,38.38,73.5,369.05,2,153,97520
04/23/1980,00:00,12.63,94.25,109.05,0,109.05,362.5,2.76,153,97529
04/23/1980,01:00,13.41,88.5,325.8,220.65,177.25,350.6,2.83,151,97520
04/23/1980,02:00,14.16,82.4,408.05,301.32,197.7,356.9,2.83,148,97434
04/23/1980,03:00,14.4,80.35,352.8,240.08,192.6,356.7,3.03,148,97367
04/23/1980,04:00,14.53,79.65,180.1,0,180.1,357.3,2.9,149,97338
04/23/1980,05:00,13.97,81.7,83.3,0,83.3,358.25,2.97,150,97357
04/23/1980,06:00,13.91,81.4,92.95,0,92.95,349,3.03,152,97415
04/23/1980,07:00,14,80.95,40.85,0,40.85,342.25,2.21,146,97453
04/23/1980,08:00,13.23,85.75,0,0,0,345.75,2.21,147,97510
04/23/1980,09:00,12.62,90.2,0,0,0,337.25,2.41,149,97586
04/23/1980,10:00,12.48,92.25,0,0,0,366.15,2.41,151,97625
04/23/1980,11:00,12.24,94.2,0,0,0,370.8,2.34,152,97682
04/23/1980,12:00,12.05,95.25,0,0,0,370.8,1.86,152,97701
