,RH,wind_dir,wind_spd,temp,MC,FFDI,R,LB,x_start,y_start,detected,detection_time_gas
0,30.11292575877336,-21.953507210338216,2.3392620554006465,25.924854480717485,5.134230355908864,11.494193851611811,0.09030604969416346,1.3823746213519663,7679.5620530652905,7040.31691507367,False,
1,32.48477206058407,-27.605076213035773,2.2093094340688273,27.5981936023864,5.192722100874073,11.189906044812222,0.08791536182540802,1.3615214529890465,9873.88501680956,1800.8916828330823,True,328.04848484848486
2,27.208716447363017,12.158301753419607,0.9036696543497478,29.998330692568484,4.610515935991776,13.932002708060466,0.10945910127632838,1.1494830889306142,8474.048894889449,9530.369850170364,False,
3,23.94982313811655,0.5160395471987727,2.971420577969454,30.96086720018248,4.3250303041593945,16.723371318623094,0.13138995399331543,1.4831737445314366,1237.127097023838,8972.202437471175,False,
4,39.73887829726896,45.933677835493114,3.0577241718731916,35.73525531800112,5.170903296949802,11.515654961058782,0.09047466247738516,1.496852842685267,9787.786018783492,3428.6280930485837,True,192.96969696969697
5,19.18563129432379,-7.964866096969672,0.7878180941751186,26.723424329184283,4.324056895374255,15.897845720561495,0.1249040745445448,1.1304447521257879,1288.5748772211668,6826.616780964785,False,
6,33.67549394256643,32.27156246434495,1.1986511528845873,30.16529280252258,5.087810287489847,11.40697252598333,0.08962078081247568,1.1977929080967,3807.523616347547,5416.87577728247,False,
7,33.70248422711644,49.76894464171056,2.4177169696045353,28.62613718338544,5.211733340685161,11.158644906047307,0.08766975347851166,1.3949422358674504,9564.85876424868,6601.333753771223,True,376.2909090909091
8,11.455159844756544,-5.13742834926893,0.3740828653821669,27.390117205745,3.8542960541695876,20.045689044386673,0.15749229692539793,1.0621531892047489,2303.462740735255,1010.6885940664379,False,
9,29.419380530001085,-17.758260261637417,1.5344111842774835,26.73821080420557,5.015841306608005,11.84610312157917,0.093070883525207,1.2524928708564922,7302.854074987001,4430.896494147045,True,231.56363636363636
10,35.56546019669728,-64.98763127930602,4.799405272120552,28.86170704402768,5.352734323475664,11.15498499110624,0.08764099874679135,1.7687450351756298,3934.263881686888,8232.218838905066,True,463.1272727272727
11,25.83977068033721,17.102834844426553,1.4955187793544862,24.561846422932422,4.916837706745454,12.341327717029996,0.09696169809679898,1.2461724226949469,8751.872396416673,4561.676418416726,False,
12,27.50932501650795,7.705497697042688,2.6184976326199463,25.320705255646608,4.98091145077642,12.330081789026785,0.09687334258912042,1.4270303480898496,9887.923227134563,2063.3794862983923,True,164.02424242424243
13,16.971982581428776,-13.942807093471174,2.0419429336221007,23.004624009385136,4.456470943053744,15.366465435277233,0.12072919676982811,1.334597945936299,6408.432653371517,2433.4420556037494,True,299.1030303030303
14,30.96483671314067,39.26318748518497,3.5117514759084436,25.66080197332286,5.224253801786279,11.39045844570301,0.08949103518840663,1.5684929176457254,2410.329771187002,3776.017124461488,False,
15,21.009891719773314,-6.944845047312981,3.2947194436255387,32.36161388308818,4.049131879085998,19.35203067204556,0.1520424543133713,1.5343154891115642,9328.236161797215,4822.7751413458855,True,675.3939393939394
16,21.64549957051656,-21.845961621152867,2.766494137110238,23.588113453443437,4.70227393703643,13.962778554658314,0.10970089684443214,1.4506140177282814,7885.971186912309,5822.693597643527,True,231.56363636363636
